,RPneg_BATCirc_391,RPneg_BATCirc_403,RPneg_BATCirc_453,RPneg_BATCirc_395,RPneg_BATCirc_405,RPneg_BATCirc_415,RPneg_BATCirc_463,RPneg_BATCirc_431,RPneg_BATCirc_435,RPneg_BATCirc_439,RPneg_BATCirc_411,RPneg_BATCirc_425,RPneg_BATCirc_445,RPneg_BATCirc_383,RPneg_BATCirc_407,RPneg_BATCirc_417,RPneg_BATCirc_381,RPneg_BATCirc_393,RPneg_BATCirc_419,RPneg_BATCirc_459,RPneg_BATCirc_413,RPneg_BATCirc_447,RPneg_BATCirc_avg,RPneg_BATCirc_427,RPneg_BATCirc_433,RPneg_BATCirc_437
n_534/356.9187mz/5.06min,-0.05094024,-0.70637343,-3.09951878,0.21455318,-0.41659533,0.20013661,-1.86691617,0.06812209,0.6242423,0.69127396,1.24014472,1.07873077,0.93425439,0.24164309,-0.03164677,-0.98676434,0.12802597,-1.37702229,1.04740408,-0.74516297,-0.01642966,0.8914765,0.43424648,0.3997288,0.96984109,0.13354594
n_196/134.0467mz/1.86min Adenine,-0.37214562,-0.05621447,-0.40704789,-0.08748587,-1.09459674,0.57698419,-0.1892734,0.22389008,-0.60297291,0.63329764,0.36013478,2.4926987,2.79880045,-0.84262767,-0.2652423,-0.41171585,-0.41023815,-0.08736734,-1.94184061,-0.50168999,0.32671378,-0.1555158,0.41226381,-0.42076298,1.1291027,-1.10714853
n_108/195.0496mz/0.93min Galactonic acid,-0.029472927,-0.038530919,-1.655755663,-1.969106762,-1.677374602,-1.9328034,-1.752055539,0.274751705,0.455140534,0.336723181,0.731063598,0.331585713,0.107440591,0.204258312,-0.347227966,0.043128656,0.234354227,0.133936384,0.009509039,0.362969288,0.999354491,0.553999441,1.034605206,1.326225676,0.564728743,1.698552991
n_728/748.0572mz/1.22min,-1.55042563,-0.24950892,-0.16266487,-1.8674433,0.02624043,-0.90701518,0.39963752,0.0642392,2.02098812,0.02463716,-0.12660204,-2.06419713,-1.02795868,0.28588843,-0.43429037,0.89401308,0.38955745,-0.75912739,0.33931892,0.92708729,1.22241492,1.5310592,1.3618716,0.13004493,-0.34012941,-0.12763532
n_1025/380.9851mz/1.03min,-0.66668915,-0.45758051,-1.01158519,-0.89249506,-0.10821503,-0.65188129,0.15575419,1.05369692,2.4467075,1.19154586,-1.36863603,-2.27156887,-0.67712677,-0.28613561,0.95494184,0.14092185,0.32456868,1.78701775,0.08815827,0.19077561,-0.0635868,0.62872695,-0.07966543,-0.1894132,-0.90356509,0.6653286
n_977/171.0063mz/0.92min Glycerol 3-phosphate,-0.120460122,-0.364345361,2.524897311,-0.000699612,-0.158718984,0.486299195,0.444691081,-1.909183325,1.861435335,0.295176578,0.539881573,-0.570536192,-0.083503422,-0.022386885,-0.093229732,-0.535903315,1.062619467,-0.086558651,-1.758060062,-0.809238394,-1.53398071,1.357476519,0.191818447,0.24236431,-0.114904797,-0.844950253
n_285/554.1179mz/1.34min,0.02888323,-2.111413244,0.180156148,0.112822541,-1.619162253,0.377666505,-0.445074425,-0.788855692,-0.40410092,-1.559025661,-0.708870178,-0.257851222,-1.088390399,1.962500523,1.962575525,0.292099275,0.523605381,0.626832068,1.566454116,0.081713287,-0.085958478,-0.42774898,-0.004314936,0.159904904,1.047987466,0.577565419
n_527/202.0174mz/4.42min Cystathionine ketimine,-0.71582389,1.557926335,-0.763050324,-1.137151125,0.647386235,-0.775597465,-0.631223009,1.183412723,1.161308147,1.893751178,-0.338771877,-0.438490599,-0.454173889,-0.520880117,-0.716543874,-0.102237769,-0.070416891,0.001680667,-1.903768366,-1.277441427,0.887068659,1.021318743,0.949831083,-0.997294069,0.080519265,1.458661657
n_283/328.0504mz/2.06min,-0.12964371,0.65218802,0.73967502,2.84116739,-0.09360905,0.66232348,0.23979722,0.44190404,0.47298336,0.22554953,-0.65283334,-0.66157943,-0.27884729,-0.70401658,-0.50855946,-2.62899534,-0.65979882,1.18197274,0.31920806,-0.86705648,0.57490967,-0.3162638,0.70229367,-0.30456739,0.34403306,-1.59223458
n_142/166.0174mz/1.03min Homocysteinesulfinic acid,-0.56507983,-0.3425914,0.03567356,-0.01879003,-0.66546608,0.79247891,-0.42303332,-1.04462459,0.39467811,-0.08673293,2.24668537,1.89138436,0.40314259,-0.01875029,-0.96594488,-0.95462214,-1.21473133,-1.80531961,0.11080123,-1.38462951,0.5462693,0.10836571,0.33639323,-0.24276857,1.72364296,1.14356922
n_244/599.1137mz/1.14min,-0.412253869,-0.958896137,1.741476528,-0.847914515,0.096924959,-0.445140289,2.179328901,0.03207231,-0.683593176,-0.008296156,-1.304544773,-0.637985593,-1.766891306,1.405363884,1.016881896,0.190287033,1.349735488,0.065618921,0.849072447,0.344446634,-1.232163485,-0.76762203,-0.990864638,-0.064081049,0.835551141,0.013486876
n_958/438.9820mz/4.16min,-0.70058594,-2.71739621,0.34135264,-0.54027375,-0.84251969,-0.80531983,0.60644092,-0.19088409,-0.02070812,2.06338881,0.35273491,0.68825548,-1.94195022,1.52033267,-0.01087466,0.32896382,0.58599522,0.61830521,0.62637069,0.32623145,-1.0077516,0.38073082,-0.27076334,0.38256821,-0.68519618,0.91255277
n_601/592.0000mz/4.49min,0.2527596,0.52567648,1.05756963,-0.59521847,0.20933182,2.09044585,1.4190276,0.51546232,0.3094831,-0.04049953,0.66071921,0.77857928,0.65446189,-2.75232899,-0.64374379,0.07159473,-0.15307615,-0.61536336,-0.97109193,0.28106246,-0.67610604,0.37553835,-0.15565081,-0.26670211,-0.14273193,-2.1891992
n_679/326.0465mz/1.61min,0.08531827,-0.23158631,0.59296878,0.34092543,0.0915084,0.60340224,0.06221637,-0.27405584,0.0247547,0.87376688,-0.75563378,-0.10984103,-1.61117365,-0.72123484,-0.34908334,1.08090246,-0.43923012,-0.08477341,0.64897837,1.06977048,-2.04463092,-1.40030639,-1.73202469,2.24520803,0.66324062,1.37061331
n_592/243.9627mz/0.95min,-0.1602832,-1.0107325,-2.2809616,-0.1033419,-0.3200164,0.3807056,0.4050995,-1.5821799,-0.5157812,-0.8321398,-0.5153559,-1.1842824,-0.3729794,0.8401195,0.9296506,0.979444,0.5442758,1.6538182,0.9830435,1.3675029,0.6483719,-0.9648221,-1.0442835,1.3547941,0.5792188,0.2211154
n_346/298.0676mz/1.97min D-4'-Phosphopantothenate,0.93032815,-1.33847331,-0.68691305,1.91350854,0.12359535,1.71245385,1.21006863,-0.89003423,-1.3788303,-0.42201307,1.52880336,1.35319389,0.62137583,-0.48742997,-0.13610788,-1.18119672,0.3766644,-0.72876923,-0.05817413,0.0786166,-0.43224271,0.20837257,-0.09631649,-0.55854394,0.19501009,-1.85694624
n_190/289.0649mz/1.57min,-1.53634279,-0.59343572,-0.13370278,0.07480641,-0.33326701,0.26070616,-0.05466297,-1.35316889,-2.13159642,-2.08401667,0.62435822,-0.10304702,0.33632332,0.02203759,-0.12514882,1.02306208,0.57250144,0.19926657,-1.09613614,0.86124969,1.23400101,1.72762687,1.47396494,-0.02676645,0.333861,0.82752639
n_677/249.1228mz/7.24min Heptabarbital,-0.7204654,0.41368318,-0.22643221,0.63128227,-0.86978038,2.29062537,0.9471274,-0.02463047,-1.24215881,-1.55195243,0.04802047,-0.35462806,2.20754159,-0.73700699,0.73723165,-0.11543377,-0.51161713,-0.17940609,0.84295857,-0.46414648,0.01214757,0.75801073,0.65216111,0.45100047,-1.50765572,-1.48647642
n_308/133.0490mz/1.98min,0.39673221,1.2900503,-2.17513828,0.07419179,-1.02052724,-0.15246054,-1.25696802,1.03353469,2.56746013,0.86287126,-0.30464383,-0.95698302,-0.42717568,0.68792868,0.52690452,0.06111336,-0.30254298,-0.81310609,-0.40614802,-0.56629599,0.15934029,1.31694,0.7960861,-0.9115745,-0.89891669,0.41932756
n_181/736.1553mz/1.48min,0.563350703,-0.085856399,-2.059555606,0.161578498,0.191559585,-1.866804992,-1.29402831,0.497332849,0.20995842,1.343597576,1.334005624,1.866728853,1.354676558,0.863192415,-0.772627217,-1.168207457,-0.295922181,-1.119225312,-0.787169316,-0.639762315,0.392518307,0.002786935,0.193977728,0.791867779,0.346228479,-0.024201206
n_895/665.0604mz/1.50min 6-6-carboxy-2-3;4-dihydroxy-5-3;4;5-trihydroxybenzoyloxybenzoyloxy-3;4-dihydroxyphenoxy-3;4;5-trihydroxyoxane-2-carboxylic acid,-1.76236562,-1.06829739,1.64706077,-0.71225157,0.97013414,-0.38338464,1.45652878,-1.24761152,-1.56801534,-0.51366175,1.20486371,-0.9119902,-0.37164973,1.45351659,0.34258243,1.72637083,0.54581674,0.68201273,0.57420707,-0.86553708,-0.31893319,0.22700576,-0.06090245,-0.1988814,-0.51056335,-0.33605432
n_408/493.0508mz/1.07min,-0.21054835,-0.07062617,0.36052619,0.6255619,-0.80819191,0.7497994,0.28560135,-1.5390392,-0.77829391,-1.23878126,0.23621362,0.34686286,1.00207887,-0.10327251,0.7351188,-0.8900402,1.03421524,1.40532981,0.60661388,0.16927913,-1.12019479,-1.55312413,-1.33518754,2.12946948,1.1365156,-1.17588615
n_523/254.0779mz/4.32min,-1.05905476,0.30883652,-0.6024938,-0.49059392,-0.73547057,-0.93702505,0.03208399,0.98552534,0.89759813,1.68490854,0.78377588,1.68355557,1.06298582,-0.12071464,-1.51286041,-1.48182221,-0.40693675,-0.24005431,-1.39567461,-1.78657203,1.16244092,0.41571866,0.8089173,0.65693198,0.30414413,-0.01814969
n_654/615.1069mz/1.21min,-0.6653722,-1.0115964,0.5646677,-0.2547335,-1.8786519,-0.5693953,1.685374,0.4624663,-0.3873123,1.0195079,-0.4782498,-0.5605848,-0.6864777,2.1277019,1.0109322,1.2422571,0.7198971,-0.6586324,0.8350741,0.6572639,-1.5000198,-0.3470178,-0.8745196,0.330926,-1.2020795,0.4185748
n_111/580.9704mz/5.06min,0.083370571,-0.625657691,-2.605693385,0.526748892,-0.276058221,0.853769679,-1.622777095,0.28091759,0.773675754,0.822558611,-0.331820534,0.213199392,1.890622047,0.16961435,-0.028828959,-1.376227572,-0.033048755,-1.921613963,1.285911206,-0.555349154,0.360885781,0.846184368,0.611809741,0.009408502,0.294967512,0.353431333
n_738/375.1285mz/5.24min Riboflavin,-1.70813244,0.228119473,-0.018014948,1.276069253,-0.136510661,-0.601575999,-0.04291841,0.307136951,2.915950282,-2.258515431,-0.235747338,0.703500521,0.176958199,0.275050554,-0.02043797,-0.251929949,-1.698705328,0.234935162,1.170884338,-0.009341871,-0.605347372,-0.184917116,-0.411160419,0.302004265,-0.178806795,0.771453047
n_117/787.1121mz/1.24min,0.8650828,1.07411305,0.88132898,0.96720326,0.71649696,0.64603432,0.95974256,1.19057573,1.09493061,0.98059127,0.77121132,0.89635385,0.77511135,-1.07662939,0.04608892,-0.11587193,-0.82262444,-1.10874732,-1.41775555,-1.59328255,-1.04927231,-1.3716815,-1.19632678,-0.9389466,-1.00130709,-0.17241952
n_119/710.0978mz/1.21min,0.05370787,-0.30678246,-1.18463486,0.21771025,-0.23606835,0.60811327,-0.41277169,-3.06707029,-2.37895388,-0.63234154,1.47995884,0.20939448,0.20734496,0.29883817,0.42559361,1.02945955,0.8434775,-0.09214689,0.67169721,1.32064138,-0.20137777,-0.14276778,-0.20981983,0.47142208,0.59315931,0.43421686
n_121/173.0083mz/1.51min cis-Aconitic acid,0.017081699,0.40997208,-0.343402869,0.06907885,0.095355621,-0.225930439,-0.277150021,-4.49800924,0.887953172,0.317325309,0.468678267,0.118038816,0.130227389,0.053654696,-0.278208952,-0.264894319,-0.154185907,0.297753211,0.466832076,0.005178627,-0.242243791,0.362178196,0.069748846,0.562017271,0.588043604,1.364907807
n_9/187.0408mz/1.33min Isoplumbagin,1.30667595,1.49290392,0.70632787,-0.57549431,1.67746735,-1.20817436,0.99968468,1.44236581,1.28133211,1.29558271,-1.34817217,-1.28905089,-1.06681367,0.06674654,-0.02138707,0.1770907,-0.01276188,-0.59202597,-1.04996436,-0.35164646,-0.17825801,0.07215527,-0.06093146,-1.0326802,-1.46733611,-0.26363601
n_582/327.0053mz/5.05min,-1.55912646,0.03867424,0.57581818,-0.75637306,0.33329362,-0.29402261,0.03272365,-1.11678483,0.58587004,0.54505753,1.46822413,1.39961255,1.96410159,-1.03613647,-1.67154854,0.02333308,-1.2963775,0.0645241,0.65781242,-0.33054933,0.16334529,-0.34796548,-0.4349374,-1.46213315,1.34043671,1.11312771
n_5/609.1254mz/1.44min 6''-O-Caffeoylastragalin,1.036216,0.9494573,0.5680679,0.104128,1.2527916,-0.8259608,0.2583957,1.1481823,0.2192437,1.6428712,-0.4649559,-1.1928301,-1.5440659,0.7279237,0.5203858,1.0319566,0.2190261,0.6313205,-0.5356995,0.3482628,0.2083332,-1.8859448,-0.5188906,-0.9099644,-1.9421723,-1.0460783
n_86/271.0027mz/0.90min,-0.470291253,0.584368727,1.069966827,0.11163305,0.221818713,0.249890116,1.156628288,1.107272642,0.125526683,-0.014912946,-0.751435354,-0.326092662,0.630230547,0.6920424,-0.633154745,0.648472787,1.516562698,1.310711685,-0.410060087,0.919184289,-1.504833959,-2.057640071,-1.779211747,-0.004738061,-1.772331008,-0.619607562
n_614/165.0394mz/0.94min Arabinonic acid,-1.4404512,-1.2924651,-0.9527077,0.1406337,-0.8878529,-0.7975438,-0.7518503,1.198297,1.3827788,1.5689041,1.6408853,0.8399877,0.4025958,-0.3804578,-1.1307014,-0.5448654,-0.5426445,-0.2770135,-0.8710483,0.1232909,0.3852181,-1.1070129,-0.2205559,1.0783506,0.6938298,1.7423988
n_173/103.0396mz/1.84min 2-Hydroxybutyric acid,1.827141,1.1098289,0.806792,0.3875224,-0.3093188,-1.0642374,-0.3737974,-0.7081161,-0.4265915,-0.5585383,0.2482461,2.7225095,0.7544839,0.5411496,-0.1617767,-1.2002258,-0.3137239,-0.6734515,-0.2460267,-0.4026803,-0.4598118,-0.2132817,-0.4041456,-0.4822968,1.5257926,-1.9254458
n_243/285.1108mz/0.93min 4'-Hydroxy-5;7-dimethoxyflavan,-0.601841641,-0.081278389,-0.025557065,0.75300438,0.051177563,-0.183182418,-0.007877215,2.243224356,0.00748902,1.284215215,1.215689669,1.281182355,1.726527035,0.285603391,-0.497900291,-0.3840314,-1.612151086,-0.672051237,-0.668811138,-1.325587101,-1.452358809,0.791114466,-0.179561438,-1.470407821,0.24669183,-0.723322233
n_636/107.0498mz/5.74min p-Cresol,-0.94170551,0.23151337,-0.78033782,0.04236408,-0.40256483,-0.31615216,-0.6258524,-0.53870774,3.84408389,-0.75750062,-1.55454395,-0.67823156,-0.75566116,-1.03234082,0.04808345,0.98069643,0.31414347,0.41090048,0.24551747,0.37113655,0.06164623,0.27164117,0.11339423,0.95252854,0.03530909,0.46064012
n_669/884.0596mz/4.76min,1.011952954,0.928604298,0.809776747,1.425556961,1.291532374,1.007161139,0.369307458,0.678552664,-0.063285421,0.91639002,1.152219526,0.857218368,0.097290991,-0.010476005,-0.605287917,-0.289632166,-0.561361296,-1.927228825,-0.140659471,-0.461956406,-1.7444016,-1.200962898,-1.493111601,-0.427267196,-0.001080349,-1.618852347
n_596/117.0538mz/2.48min,1.35408607,1.25892505,0.34592784,1.14576606,0.81335926,0.30132484,0.43796677,0.8372391,0.14912509,0.75248782,0.54910009,1.24437602,1.18374669,-0.65678795,0.02991892,-1.41531082,-0.44320412,-1.93548336,-0.55791178,-1.01117806,-0.89412362,0.12520956,-0.36917115,-0.02443293,-0.97277659,-2.24817878
n_193/410.1254mz/0.93min,-0.866367083,0.010632618,0.025027653,-0.024543263,0.122838635,0.055396929,-0.000185061,1.645794544,0.427192955,1.481728606,1.719490669,1.42786227,1.416596825,0.136899075,-1.318425643,-0.271075102,-1.148583173,-1.199306727,-0.592170568,-1.319732573,-1.230203911,0.7968925,-0.065207407,-1.712127874,0.601779136,-0.120204028
n_28/124.0070mz/5.06min Taurine,-0.08566389,-0.72095146,-1.43567669,0.28589622,-0.62526711,0.46251768,-0.42885794,-0.26755955,0.12910821,0.23613138,1.60806487,1.62751172,2.29073299,-0.46607377,-0.62687226,-0.86209775,-0.6984428,-1.75948519,1.03098326,-1.0396246,-0.175102,0.42975342,0.14153008,-0.55703881,1.79099557,-0.28451157
n_78/215.0320mz/0.91min,0.29205448,-1.55598396,-1.33316012,-0.31585608,-0.22299973,-1.04738972,-0.73730532,-0.59924951,-0.53891308,-0.86167328,-0.83646214,-0.05549262,-0.56819671,1.20459514,1.17152162,0.92233631,1.65647504,2.53162215,0.40639405,0.73627925,0.96591273,-0.80261761,0.24641063,0.67108459,-0.63174732,-0.69763881
n_163/649.0958mz/1.50min,2.66249107,-0.50394943,-0.58651129,0.86024375,1.17662933,-0.23661816,-0.27785743,-0.73243282,1.29732952,0.25529196,-0.97547543,-0.05975844,-0.27383037,1.09980853,-0.02914241,-0.74229905,1.29372142,-0.132916,-1.64320439,-1.049551,-0.18606856,0.66091272,0.16054338,0.32292756,-0.43877217,-1.92151231
n_522/130.0865mz/7.24min L-Isoleucine,-0.66510156,0.50791536,-0.08510418,0.7175499,-0.31774878,2.32823302,-0.77033387,-1.30150102,-0.90710303,-1.38939373,0.40790277,0.12321587,2.41398088,-0.4088432,1.06654099,-0.58448514,-0.19232573,-0.99859857,1.04551391,0.08074933,-0.53884227,1.02426174,0.30595152,0.12289483,-0.93169019,-1.05363887
n_239/587.9962mz/4.49min,0.31472705,0.71779199,0.42512154,1.26924795,-0.18832514,2.4348488,0.66468381,0.67324786,-0.22663222,-0.80610326,0.79919906,0.88362298,1.35250264,-1.91531122,-0.5374372,-0.89584761,-0.34667178,-0.81321244,-0.08390533,-1.17429289,-1.07831086,0.55629423,-0.22385845,0.25911284,-0.27345645,-1.78703591
n_618/671.0782mz/1.50min,2.5597545,0.12483011,-0.29907549,0.58714169,0.02898413,-0.53665348,0.11693584,-1.69118382,-0.33444671,-0.39956119,-0.20506434,-1.11101659,-0.84244922,0.56377992,1.55207495,0.23512466,0.99351535,1.42965142,0.13956602,0.84549486,0.42436256,-0.10832354,-0.38064315,-0.52919998,-2.0341951,-1.12940343
n_270/576.0358mz/1.24min,0.915757,1.1247784,0.6936344,1.2960836,0.1492754,0.2360994,0.722634,1.3293725,0.9702953,0.6705004,0.1914891,0.5642053,0.2844292,-0.3827826,-0.4772833,-0.2992449,-0.4378944,-0.3522104,-0.7095438,-0.4671263,-0.5030769,-0.2383836,-0.2280768,-3.7058139,-0.5371382,-0.8099789
n_367/338.0157mz/1.38min,-1.50407993,0.0425426,-0.95905448,-0.77377229,-1.02600334,-2.71478619,-1.45699428,-0.08688553,0.61599753,-0.34858278,0.28254119,-0.7528481,1.08893689,0.63998519,0.57555457,-0.15874165,0.63144843,1.40924641,1.28265827,1.12363067,-0.03444032,-0.25555777,-0.1668036,0.95419458,0.81453302,0.77728094
n_961/110.0248mz/1.57min Pyrrole-2-carboxylic acid,0.81385406,-0.26547988,-0.50788116,-0.52977891,-0.35967181,-0.67053278,-0.73648408,2.47532092,0.2791623,0.60832368,-0.70385887,-1.32075206,-0.47049843,0.08705361,-1.63614225,-0.33928626,0.34558107,-0.32770729,-0.09706977,-0.68320813,1.2327275,2.10624713,1.65074729,-0.96427105,-0.47139721,0.48500238
n_232/234.0423mz/1.68min,-0.47745681,-0.79513047,0.71118739,-1.01094655,0.41771191,-1.20029476,1.0271273,-0.01938793,-2.01995382,-0.08104771,-1.72494758,0.02295309,-1.69429577,1.85022612,1.13864934,0.7735107,1.16901598,0.03457301,1.10787106,0.54821442,-0.31994689,-0.0354431,-0.17853347,-0.71294308,0.54625922,0.92302839
n_703/105.0179mz/1.00min,-0.3158513,0.6139849,-0.3096842,-1.0024479,0.3874833,-1.3427196,-0.195786,1.9576356,2.0259104,2.3062904,-0.5299674,-1.4503795,-0.3945253,-0.46738,-0.5631002,-0.5214294,-0.2831498,-0.2326465,-1.0811886,-0.4531947,0.582022,0.5657406,0.5665733,-0.2370423,-0.8644794,1.2393317
n_392/221.0914mz/4.64min Glycyl-Phenylalanine,0.782039398,0.3544963,-1.277995523,-1.387231433,0.332753291,-2.020886954,-0.032775203,1.836802712,1.098495887,1.657799778,-0.55939212,-1.308271848,-0.009892153,-0.728269452,0.30381865,0.080743888,0.086600853,-0.370752796,-0.829573264,0.119590211,0.460247172,1.628847479,1.102375571,-0.04463603,-1.263675049,-0.011259364
n_99/124.0956mz/0.91min,-2.5877102,-0.361083,0.6504745,-0.7542576,-0.2152944,0.371581,2.0229855,1.05735,-0.7477926,0.1561596,0.6471375,0.2798912,-0.2348648,1.7539254,-1.9025095,0.184761,0.754596,0.9451309,0.5162567,0.543392,-0.2696324,-0.7488471,-0.5313057,-0.8042795,-0.5500836,-0.1759809
n_640/212.9781mz/5.73min,1.793239045,-0.004342142,0.891918524,1.689013212,0.340127408,-0.633287813,1.242947654,0.025831267,0.519655674,-0.216855477,0.127317232,-2.811753874,-0.770727105,-0.336150981,0.464454926,-0.078592394,0.586323091,-1.01677952,1.412497881,-0.92840278,0.619890345,-0.313932231,-0.554176467,-0.537123236,-0.280843071,-1.230249171
n_424/773.1936mz/1.59min,-0.3185368,-1.77418099,-0.04743246,-0.73742091,0.09152005,-0.76203549,-0.07116857,-1.24014629,-0.18058107,-1.03460748,-0.5946278,-1.22054235,-1.7247514,1.82828985,1.55624557,1.47556405,1.00337672,1.11422089,0.65436289,0.07315154,1.33398216,0.01715643,0.80747556,0.10569532,-0.28225285,-0.07275658
n_207/282.0823mz/2.10min Guanosine,0.1369668,-0.4027354,-0.5584501,-0.4735929,-1.348178,-1.1514018,-0.960668,1.3968799,0.6160865,1.1407648,1.055015,1.190923,1.4546021,-0.433041,-0.8772407,0.0219986,-0.5490663,-0.7946594,-1.6976986,-0.6539352,1.0121694,1.7511588,1.3898432,-0.1346369,-0.7335255,-0.3975783
n_274/79.9575mz/5.06min,-0.37150136,-0.8897669,0.23260547,-0.12613507,-0.78304251,0.30875044,0.51269358,-0.62406121,0.04335377,0.15804286,1.62008528,1.58835068,2.35648488,-0.94470982,-0.88508739,-1.79568995,-0.88515638,-0.05315091,0.99734351,-1.14934865,-0.37725021,0.31214308,-0.01397625,-0.80551133,1.73101726,-0.15648287
n_100/693.1149mz/1.12min Guavin B,-0.61947416,-0.16959905,0.69896407,1.34632066,-0.21109161,1.55288781,0.89234507,-1.21970282,-0.53559876,-0.81394757,1.67994571,1.34491132,1.36009052,-0.55295825,-0.24177334,-1.27596332,0.364793,-0.03242957,0.02129977,-0.57552865,-1.17460789,-1.19807309,-1.18711917,0.83899967,1.01273958,-1.30542992
n_957/391.0177mz/1.74min,-0.5934533,0.5972222,1.7769827,0.7680751,1.4592484,1.4373705,2.1823425,0.1262245,0.7778645,0.1809696,1.0340776,-0.2005178,-0.4390409,-1.0060889,-0.2509423,-0.45714,0.1587894,-0.858011,-0.3787695,-1.7619559,-0.8883253,-0.4366644,-0.5322443,-1.514514,-0.3893586,-0.7921407
n_724/259.9370mz/0.94min,-0.13103969,-0.72670596,1.06625688,0.21555529,0.30048775,1.23438913,1.69315777,-3.59701261,-0.04285089,-0.53048932,-0.24697696,-0.42129903,-0.34733639,-1.08290909,-0.69074201,0.58658841,0.08322963,0.86995435,1.07182635,-0.11821814,-0.61815202,0.30643864,-0.15116761,0.39632365,0.79069675,0.08999511
n_187/364.0786mz/1.38min 2-S-glutathionyl acetate,-2.01704122,-1.40747511,0.5757101,1.01712203,-1.75867601,1.87624185,-1.28141057,-0.124906,-0.64848989,-1.80916823,1.50012982,0.40125922,-0.66744437,0.01834217,-0.52124263,0.32379515,0.35668118,0.34295228,0.43954162,0.53178433,0.6323797,0.13916045,0.69323266,0.50347553,0.68842752,0.19561845
n_967/674.0536mz/1.50min,-0.7084133,-1.3244192,0.8773847,-0.3468509,0.3551812,-0.1567111,0.6104068,0.6497774,-1.9053214,-0.9511619,0.309943,-0.6613174,-0.2042327,1.0997304,-1.98975,1.3089665,0.7361602,1.0627596,0.4321276,0.3836918,0.2312043,1.4506782,1.3222634,-0.8419774,-1.4953095,-0.2448102
n_254/381.1076mz/0.91min,-0.34514985,-0.01380865,0.10822719,0.30781972,-0.61275772,0.22799713,1.59400645,2.23406235,0.86515977,2.89016201,1.03958501,-0.4798459,-0.60877491,-0.35543749,-0.93806111,-0.13584702,-0.49345179,0.17740613,-0.47967754,-0.46989328,-0.58875426,-0.38637429,-0.49050542,-0.58904281,-0.92926212,-1.52778161
n_128/538.0790mz/1.06min,1.08789896,-0.35749065,1.83665351,1.89218075,-1.04102077,0.76976082,1.37906071,-1.47688983,-1.01123064,-0.71416175,-0.3076691,-0.17303462,-0.09559831,-0.50684916,-1.28200801,-0.83801025,1.44960342,1.65810041,0.28456406,-0.51002499,-0.37094772,-0.48278764,-0.43625102,0.27802171,-0.10103519,-0.9308347
